"","Year","Month","Stock_Vw_Ret","Stock_Ew_Ret","Stock_lag_MV"
"287",1949,11,0.0191100461020628,0.00984698249227601,62114686.6875
"288",1949,12,0.0521025708338788,0.070640956358621,62566243.625
"289",1950,1,0.0179667921568117,0.0400065196280992,65976752.0625
"290",1950,2,0.0156437181118814,0.0165454541709578,67231586.75
"291",1950,3,0.0135947642852256,-0.0017283501026694,67878406.5
"292",1950,4,0.0402731791017871,0.0473579415983607,68780087.6875
"293",1950,5,0.0441046501354086,0.0335106741803279,71446432.5625
"294",1950,6,-0.0583630554290139,-0.075712121801433,74213025.3125
"295",1950,7,0.0146091744296667,0.0506105342185904,69538311.875
"296",1950,8,0.0495188946586176,0.051635607106599,70559750.75
"297",1950,9,0.0490586080187295,0.0545826467611336,73399047.9375
"298",1950,10,-0.000618254475711962,-0.00507012108980827,76777488.0625
"299",1950,11,0.028630278142211,0.0319589979859013,76713828.25
"300",1950,12,0.0565112262935894,0.0844317854208517,77632850.3125
"301",1951,1,0.0582403367228804,0.0757961280241935,82757178.8125
"302",1951,2,0.0151458793848243,0.011763861167002,87583055.5
"303",1951,3,-0.0204514020338619,-0.0337445953815261,88508800.3125
"304",1951,4,0.0499456296548264,0.0403154304304304,86701830.75
"305",1951,5,-0.0221899221648677,-0.0248967954091816,91010897.5625
"306",1951,6,-0.0250565067628681,-0.0451973874501992,88431762.125
"307",1951,7,0.0707897119005966,0.0629930338661471,86285949.5625
"308",1951,8,0.0440443887189589,0.0469605061886348,92293274.75
"309",1951,9,0.00821431836480057,0.0228797701492537,95583029.5
"310",1951,10,-0.0237348269835459,-0.0241051441307197,96015959.6875
"311",1951,11,0.00673951990373911,0.00740897011952191,93575391.875
"312",1951,12,0.0345231952491431,0.0151221476709613,93511341.25
"313",1952,1,0.0160362059363738,0.0171459109792285,98118452.1875
"314",1952,2,-0.0251029579473955,-0.0206136814595661,99667719.95401
"315",1952,3,0.0454546068620279,0.0284047759131293,96483058.03125
"316",1952,4,-0.0485136541241167,-0.0449545863770977,100749228.25
"317",1952,5,0.0332585876397963,0.0246222226600985,95754728.125
"318",1952,6,0.0397778044209376,0.0307647938856016,98321991
"319",1952,7,0.0105822374491943,0.010307281496063,101947426.875
"320",1952,8,-0.00616351883413935,0.000479903732809428,102946461.125
"321",1952,9,-0.0187127009994511,-0.0150112622789784,101537668.9375
"322",1952,10,-0.00523637613636824,-0.0116601088817483,99489540
"323",1952,11,0.0604428652116917,0.0558129987804878,98712928.875
"324",1952,12,0.0309154821726522,0.0227107082926829,103778592.125
"325",1953,1,-0.00177505309024359,0.0247122009120478,108491639.3125
"326",1953,2,-0.00134010402288124,0.0123206871498341,108240862.375
"327",1953,3,-0.0124399249422512,-0.0102992668621701,107380015.8125
"328",1953,4,-0.026646702448759,-0.0234458086454439,105594365.5
"329",1953,5,0.00691818148548378,0.00594577962781586,102833268.25
"330",1953,6,-0.017065893671009,-0.0318407365853659,103004802.25
"331",1953,7,0.0254477092178618,0.0174988467045224,100893660.625
"332",1953,8,-0.0434814932429923,-0.0516258556097561,103312428
"333",1953,9,0.00366803454868857,-0.0108415675146771,98069263.3125
"334",1953,10,0.0472077334788431,0.0375439843597263,98031600.0625
"335",1953,11,0.0290131873358773,0.0214628884540117,102410635.1875
"336",1953,12,0.00154367255392702,-0.0149830886939571,104570788.5625
"337",1954,1,0.0524124227460789,0.0713252604878049,106091582.625
"338",1954,2,0.0173916058786996,0.0135712962962963,111557944.5
"339",1954,3,0.0373219344096079,0.0284568107317073,112701868.5625
"340",1954,4,0.0436290908587004,0.0163565978476943,116449926.375
"341",1954,5,0.031409287422831,0.0429659033203125,121567377.125
"342",1954,6,0.011328289951604,0.0125311647173489,124572562.375
"343",1954,7,0.0504386648608644,0.0719427212475634,125588052
"344",1954,8,-0.0228808721809394,-0.00926063972736125,131807328.75
"345",1954,9,0.0647893041222583,0.0440509330082928,127822892.5625
"346",1954,10,-0.0160312933467663,-0.00703750438169426,135768626.625
"347",1954,11,0.0944157033026107,0.091363746835443,133357972.1875
"348",1954,12,0.0556288829078948,0.088102201754386,144628012.375
"349",1955,1,0.00681657299634685,0.0142672647914646,156481580.3125
"350",1955,2,0.0310039140562975,0.0426311140373983,157341423.3125
"351",1955,3,-0.000568933106004531,0.000873133820365047,161717775.6875
"352",1955,4,0.0321272902979672,0.0232596533980583,161052598.4375
"353",1955,5,0.0107035244652582,0.00679938326848249,166156992.375
"354",1955,6,0.066491988717944,0.0343899578474447,166818753.8125
"355",1955,7,0.01990835073948,0.00798812132362815,177740157.9375
"356",1955,8,0.0036517041230735,0.00524421823472357,181153440.8125
"357",1955,9,-0.00203659795494174,-0.00812804398772763,181038579.1875
"358",1955,10,-0.0248896266677271,-0.0171889300291545,180075604.875
"359",1955,11,0.0721714619160671,0.0555278921281783,175124542
"360",1955,12,0.0166735797109411,0.022489251657896,186524727.5
"361",1956,1,-0.0280995861005213,-0.0205621980582524,193190048.375
"362",1956,2,0.0396232301640552,0.0331025242718447,187547960.75
"363",1956,3,0.0678802791554778,0.0513829476236663,194140532.75
"364",1956,4,0.00465781911927347,0.00394498402914894,207597047.875
"365",1956,5,-0.0497322526019749,-0.0400298272118829,208379854.3125
"366",1956,6,0.0367334010489661,0.021576544260553,196965516.0625
"367",1956,7,0.0505189973643314,0.0396010825242718,203469388.5
"368",1956,8,-0.0300577918346169,-0.0180662908560311,213571234
"369",1956,9,-0.0495274297595762,-0.035896109922179,205911440.875
"370",1956,10,0.00762582960196137,0.00704176915615907,195942486.8125
"371",1956,11,0.00566328475129945,0.00566702815533981,196866532.25
"372",1956,12,0.0339881252544157,0.0228455046079029,196529821.375
"373",1957,1,-0.0330671422900462,0.00271244357976654,206757116.75
"374",1957,2,-0.0182532966340296,-0.0228559068865179,199869202.9375
"375",1957,3,0.0235718529752075,0.0223074306086957,195558232.9375
"376",1957,4,0.045076685423141,0.0259688291253237,199780714.8125
"377",1957,5,0.0370502366084377,0.0216018156370656,208950887.9375
"378",1957,6,-0.00503680476804341,-0.0073533375,216170074.625
"379",1957,7,0.00956396116744182,0.00566196564008645,214599537.75
"380",1957,8,-0.0485984228584294,-0.0495644239442096,216855212.75
"381",1957,9,-0.0572202573614263,-0.0526316804287252,205405858.5625
"382",1957,10,-0.0402576433299022,-0.0650793550239234,193059965.9375
"383",1957,11,0.0257431193198466,0.0209301527293053,185191017.125
"384",1957,12,-0.0365333045195951,-0.0483982586028531,189207911.5
"385",1958,1,0.0492827490085958,0.106981692160612,184408799.375
"386",1958,2,-0.0139826162599381,-0.0112939752740096,192832848.0625
"387",1958,3,0.0336454723166791,0.0357346961538462,188857371.75
"388",1958,4,0.031682706470887,0.0304203773426539,195220264.1875
"389",1958,5,0.0242057714139614,0.0394550440191388,201326113.25
"390",1958,6,0.0295563725811932,0.032309236780558,204989851.4375
"391",1958,7,0.0445296671542979,0.0542642593659942,210325986.4375
"392",1958,8,0.0194797803092109,0.0303005,219090927.25
"393",1958,9,0.0484749273516111,0.0523427615265684,222190277.5
"394",1958,10,0.0271042259723238,0.0325512615830116,232195097.75
"395",1958,11,0.0311559361994973,0.0426720876685934,238082889.375
"396",1958,12,0.0536704212026957,0.0389287849566056,244715334.625
"397",1959,1,0.00918274320332243,0.0420523349459596,263460049.875
"398",1959,2,0.011353086000724,0.0288174763741562,266351456.125
"399",1959,3,0.00496611284446454,0.0120647138618141,268201760.0625
"400",1959,4,0.0385588951077407,0.0266236073500967,268718410.4375
"401",1959,5,0.0194779227152347,0.00732693666026871,279109147
"402",1959,6,-1.69692985841299e-05,0.00447945829338447,283802037.4375
"403",1959,7,0.0341797626498567,0.0304577609942639,283287008.75
"404",1959,8,-0.0119956266406297,-0.0148309752616556,292751966.3125
"405",1959,9,-0.0449554785359333,-0.045225247148289,288068823.75
"406",1959,10,0.0158078088580355,0.022076726235866,274576371.5
"407",1959,11,0.018541098479806,0.0154089711509763,278801155.5625
"408",1959,12,0.0278768406920542,0.0213628449905482,282696277.8125
"409",1960,1,-0.0664875937733726,-0.0394583449905482,294435260.875
"410",1960,2,0.0145370867544481,0.00871534872761546,274640381.5
"411",1960,3,-0.0128705827601425,-0.0246635394736842,277964586.125
"412",1960,4,-0.0151101507660141,-0.0191611828655066,273844771.5625
"413",1960,5,0.033912912658,0.0259263789868668,269601066.8125
"414",1960,6,0.0231685306517958,0.0219620282502614,277758246.25
"415",1960,7,-0.0223502320217211,-0.0193400736253495,283770244.875
"416",1960,8,0.0317110388486983,0.0374739231481481,277490566.0625
"417",1960,9,-0.058338444658938,-0.0603310257589696,284922757.9375
"418",1960,10,-0.00490442887114813,-0.0235335601469238,268257557.8125
"419",1960,11,0.048257796100891,0.0468835284926471,266623519.4375
"420",1960,12,0.048662021830539,0.0383810266531805,277917453.4375
